headline,source,label
Tsipras Signals Greece May Accept Bailout Terms,New York Times (News),left
"Hiring surged in July, with employers adding 528,000 jobs",CBS News (Online),left
"Payrolls increased 528,000 in July, much better than expected in a sign of strength for jobs market",CNBC,center
"US economy adds 528,000 jobs in July, blowing past expectations",Fox Business,right
Longer-Term Deal With Iran Faces Major Challenges,New York Times (News),left
Iran Pact Faces Stiff Opposition,Wall Street Journal (News),center
"Obama adviser: U.S. shares Israel’s concerns about Iran, but its tactics differ",Washington Times,right
It's not so crazy for Trump to take hydroxychloroquine,Insider,left
What we learned from Trump’s hydroxychloroquine claim,Jennifer Rubin,left
The Hydroxychloroquine Meltdown,David Harsanyi,right
"Confederate flag coming down at S.C. Capitol, but flap continues",Washington Times,right
Nikki Haley's star rises as rebel flag comes down,Politico,left
South Carolina Set to Lower Confederate Flag as Era Ends,New York Times (News),left
"Shooter killed in West Texas after 5 people died, at least 21 injured, police say",CNN (Online News),left
Texas gun law changes take effect one day after deadly shooting near Odessa and Midland,USA TODAY,left
'Threat contained': Shooter among at least six dead and 21 wounded in Texas highway shootings,Washington Examiner,right
"Newsom: California residents to receive up to $1,050 in stimulus payments",Washington Examiner,right
State budget deal: Most Californians will get stimulus payments,San Francisco Chronicle,left
"Stimulus Check Update as One State to Send out $1,050 Tax Rebate",Newsweek,center
House Republicans defeat attempt to subpoena Trump interpreter,Politico,left
Adam Schiff disrupts House Intel hearing in failed effort to subpoena Trump-Putin meeting interpreter,Washington Examiner,right
Trump Putin: Democrats call for interpreter to testify,BBC News,center
Trump And Putin To Hold Summit In Helsinki,HuffPost,left
Trump to Meet Russia’s Putin in Finland on July 16,Wall Street Journal (News),center
"Putin, Trump to Have Summit in Helsinki on July 16",Newsmax (News),right
"Federal Judge Temporarily Halts Trump Order on Immigration, Refugees",Wall Street Journal (News),center
Trump Attacks Judge Who Blocked Visa Ban,New York Times (News),left
White House Vows ‘Emergency Stay’ of Judicial Order Thwarting President’s Immigration Order,Breitbart News,right
Secret Audio Sparks Trump vs. Cruz Twitter Rants,Newsmax (News),right
Ted Cruz Sees Boon to His Campaign in Donald Trump,New York Times (News),left
"Trump takes on Cruz, but lightly",Politico,left
Video Doesn’t Show ‘Suitcases’ of Illegal Ballots in Georgia,FactCheck.org,center
"No, The Georgia Vote-Counting Video Was Not ‘Debunked.’ Not Even Close",The Federalist,right
"No, Georgia election workers didn’t kick out observers and illegally count ‘suitcases’ of ballots",PolitiFact,left
Supreme Court Undercuts Access To Birth Control Under Obamacare,NPR (Online News),left
Supreme Court rules in favor of Little Sisters of the Poor in ObamaCare contraception case,Fox News (Online News),right
Supreme Court Lets Employers Opt Out of Providing Free Birth Control,New York Times (News),left
Did Romney undo gains with women voters?,CNN (Online News),left
Rival Campaigns Intently Pursue Votes of Women,New York Times (News),left
"Post-debate, candidates court womenÃ¢â‚¬â„¢s vote",Washington Times,right
"Bowe Bergdahl to Be Charged With Desertion, Officials Say",NBC News (Online),left
Bowe Bergdahl to face desertion charges,Reuters,center
"Bergdahl to be charged with desertion, ex-military intel officer says",Fox News (Online News),right
Rep. Liz Cheney read text messages she said Mark Meadows got during the Jan. 6 siege,NPR (Online News),left
"Texts reveal Fox News hosts, Don Jr. begged Meadows to get Trump to act on Jan. 6 riot",Washington Times,right
"‘He’s got to condemn this …’: Panel releases urgent Jan. 6 texts from Donald Trump Jr., lawmakers and Fox hosts",Politico,left
North Korea: Foreigners on peninsula could get caught in conflict,Christian Science Monitor,center
North Korea Urges Foreigners To Vacate South Korea,HuffPost,left
North Korea urges foreigners to vacate South Korea,Townhall,right
Here's What Obama Is Expected To Say In His Address To The Nation Tonight,HuffPost,left
"Obama's challenge: Sell, don't scare",Politico,left
Do over! Obama speech to reverse course on severity of Islamic State threat,Washington Times,right
Southern Baptists Release List of Alleged Sex Abusers,New York Times (News),left
Southern Baptist Convention releases alleged abusers list for churches to 'proactively' protect the vulnerable,Fox News (Online News),right
She spent decades warning Southern Baptists about abuse. This week's revelations brought ‘no joy.’,Houston Chronicle,center
NSA Denies Obama Knew Of Merkel Surveillance From 2010,HuffPost,left
Obama unaware as U.S. spied on world leaders: officials.,Wall Street Journal (News),center
Report: Obama Didn't Know About NSA's Spying Operation on World Leaders,The Blaze,right
Hurricane Laura: Gulf Coast Lashed by High Winds and Flooding,New York Times (News),left
"Hurricane Laura devastates Lake Charles, Louisiana as it barrels inland",Reuters,center
Frightening images emerge on social media of Hurricane Laura's landfall and aftermath,The Blaze,right
'Game-changer': White House details shipments of 150 million rapid virus tests,Washington Times,right
Trump announces plan to distribute 150 million rapid coronavirus tests,Axios,center
Trump gives update on coronavirus testing after bombshell report on taxes,CBS News (Online),left
"‘No longer a luxury’: As life moves online, the offline fall behind",Christian Science Monitor,center
How the coronavirus could change our politics,Washington Examiner,right
"After this pandemic passes, America needs a reckoning with its national security",Washington Post,left
Small business rescue funds depleted with Congress deadlocked,Politico,left
Small business lending program on hold after reaching limit,Associated Press,left
"McConnell, McCarthy Blast Democrats For Blocking Funds For Small Businesses",The Daily Wire,right
Michigan GOP Congressman Criticizes Democrats For ‘Subsidizing’ Primary Opponent’s Campaign,The Epoch Times,right
What Arizona’s primaries will tell us about the GOP divide,The Hill,center
Trump baffles GOP by endorsing ‘Eric’ in the Missouri Senate primary — a race with three Erics,NBC News (Online),left
Pope Francis declares evolution and Big Bang theory are real and God is not 'a magician with a magic wand',,center
Pope Francis’ Claims About God and Evolution Spark Major Debate — but Here’s Why Some Are Lambasting the Media,The Blaze,right
"Sorry, But Media Coverage of Pope Francis is Papal Bull",Time Magazine,left
Pelosi says she will create a select committee to investigate the Jan. 6 assault on the U.S. Capitol.,New York Times (News),left
"Pelosi creates select committee to investigate Jan. 6 riot, says 'Republicans are afraid of the truth'",Fox News (Online News),right
Democrats set up committee to probe 6 January attack,BBC News,center
Les Moonves: CBS investigates report of 'misconduct',BBC News,center
"Les Moonves, top CBS exec, accused of sexual misconduct in bombshell report",Fox News (Online News),right
CBS CEO Les Moonves is accused of sexual harassment by 6 women,Vox,left
"Kamala Harris sidelined amid growing tensions with Biden, insiders say",New York Post (News),right
White House Press Secretary Jen Psaki defended Kamala Harris after a report about 'exasperation and dysfunction' in the vice president's office,Insider,left
Biden-successor chatter grows and Harris isn’t scaring off anyone,Politico,left
Obama's budget faces bipartisan opposition,Washington Times,right
Obama's Budget: What To Expect,NPR (Online News),left
Obama Seeks 'Grand Bargain' By Cutting Popular Programs,HuffPost,left
"Why this time? On immigration, McCain points to 'elections'",CNN (Online News),left
Will Obama Blow Up Immigration Deal?,Fox News (Online News),right
Obama On Immigration: 'We're Putting Our Shoulder To The Wheel',HuffPost,left
Real Time Super Tuesday Primary News and Results,Washington Times,right
It's All About the Delegates,HuffPost,left
Elections 2016,NPR (Online News),left
Republicans have only themselves to blame for Madison Cawthorn,Dana Milbank,left
Timeline of Madison Cawthorn controversies,The Hill,center
Madison Cawthorn’s Primary Challenger Is Everything Cawthorn Isn’t,Dan McLaughlin,right
Texas school shooting: How parents should talk to their kids about the tragedy,Fox News (Online News),right
How to talk to kids about Uvalde,Axios,center
What to say to kids about school shootings to ease their stress,NPR (Online News),left
Pope Francis Apologizes for ‘Evil’ Committed Against Indigenous Peoples in Canada,Vice,left
Pope Francis Apologizes to Indigenous Canadians for ‘Evil Committed by So Many Christians’,National Review,right
Pope Francis Atones for Catholic Abuse of Indigenous Children in Canada,Wall Street Journal (News),center
Ukraine says it retakes eastern territory as Blinken visits with more aid,Reuters,center
US Secretary of State Antony Blinken makes an unannounced trip to Ukraine,CNN (Online News),left
"Blinken makes unannounced visit to Ukraine, pledges additional support",Washington Examiner,right
Good News: Russia Accused of Violating Nuclear Test Ban Treaty Reagan Put in Place,Townhall,right
Obama accuses Russia of violating missile treaty,USA TODAY,left
"U.S. Says Russia Tested Cruise Missile, Violating Treaty",New York Times (News),left
"Prayer Breakfast Speech: Doctor Attacks Political Correctness, National Debt in Front of Obama",The Blaze,right
"Dr. Benjamin Carson Addresses National Prayer Breakfast, Criticizes Obamacare",RealClearPolitics,center
"Democrats don’t dare say why they oppose Judge Barrett, so they lie instead",New York Post (Opinion),right
"Pandemic, politics invade Senate confirmation hearing for Supreme Court nominee Amy Coney Barrett",USA TODAY,left
Amy Coney Barrett will take questions Tuesday at Supreme Court confirmation hearings,NBC News (Online),left
"Trump denies Pelosi aircraft for foreign trip, after call for State of the Union delay",Fox News (Online News),right
Trump's battle with Pelosi intensifies,The Hill,center
"Trump Hits Back at Pelosi, Upending Her Trip to See Troops",New York Times (News),left
‘We’re making the same commitment’: Biden vows to evacuate all Afghan allies seeking safety from the Taliban,Politico,left
"Biden vows to complete Afghan evacuation, but admits risks",The Hill,center
Biden contradicted by Pentagon on claims al Qaeda ‘gone’ and Taliban letting Americans reach Kabul airport,New York Post (News),right
